City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,orkney,-26.9802,26.6727,10.29,45,5,2.41,ZA,1717959012
286,jertih,5.7336,102.4897,25.26,90,99,1.0,MY,1717959012
287,kattivakkam,13.2167,80.3167,30.1,90,100,2.66,IN,1717959012
288,el bauga,18.262,33.9081,38.32,13,3,3.6,SD,1717959012
289,tsaratanana,-16.7833,47.65,19.95,79,0,4.46,MG,1717959012
290,malchin,53.7333,12.7833,15.39,85,84,3.56,DE,1717959013
291,piacabucu,-10.4056,-36.4344,25.58,84,12,4.74,BR,1717958928
292,vorkuta,67.5,64.0,2.28,96,100,1.79,RU,1717958967
293,broome,42.2506,-75.833,21.93,63,75,4.12,US,1717959013
294,siwa oasis,29.2041,25.5195,32.8,22,0,3.44,EG,1717959013
295,sassandra,4.95,-6.0833,25.52,92,100,3.02,CI,1717959013
296,utete,-7.986,38.758,21.86,73,84,1.85,TZ,1717959013
297,emerald,-23.5333,148.1667,10.4,66,0,4.01,AU,1717959013
298,cockburn town,21.4612,-71.1419,27.93,83,100,6.06,TC,1717959013
299,pointe-noire,-4.7761,11.8635,24.04,88,20,2.06,CG,1717959013
300,utrik,11.2278,169.8474,28.0,81,71,6.61,MH,1717959014
301,bosobolo,4.1833,19.9,23.8,86,98,1.18,CD,1717959014
302,bila tserkva,49.8094,30.1121,17.34,92,100,2.95,UA,1717959014
303,vadso,70.0744,29.7487,6.49,87,100,6.69,NO,1717959014
304,khonsa,27.0167,95.5667,22.99,92,46,1.78,IN,1717959014
305,narok,-1.0783,35.8601,15.15,89,100,2.43,KE,1717958944
306,hobyo,5.3505,48.5268,26.81,78,97,12.3,SO,1717959014
307,mezhdurechenskiy,59.6,65.9333,14.15,75,96,1.77,RU,1717959014
308,filey,54.21,-0.2892,13.82,77,100,0.89,GB,1717959014
309,kerikeri,-35.2268,173.9474,17.73,95,99,1.34,NZ,1717959014
310,am timan,11.0297,20.2827,29.75,48,100,1.89,TD,1717959014
311,los frentones,-26.4077,-61.4137,32.31,28,32,4.0,AR,1717959015
312,luena,-11.7833,19.9167,21.1,46,4,2.57,AO,1717959015
313,machali,-34.1833,-70.6667,12.6,71,100,0.51,CL,1717958861
314,sittwe,20.15,92.9,28.03,85,19,2.56,MM,1717959015
315,huangmei,30.1924,116.025,21.69,95,100,1.09,CN,1717959015
316,zhanibek,49.4167,46.85,22.37,53,96,4.03,KZ,1717959015
317,khandyga,62.6667,135.6,10.18,66,98,1.46,RU,1717959015
318,dakar,14.6937,-17.4441,27.49,73,75,4.12,SN,1717958568
319,barra de santo antonio,-9.4047,-35.5072,27.6,75,4,5.76,BR,1717959015
320,pacasmayo,-7.4006,-79.5714,21.11,70,50,5.79,PE,1717959016
321,tolanaro,-25.0319,46.9987,17.04,94,75,6.17,MG,1717959016
322,castillos,-34.1667,-53.8333,23.56,73,4,6.09,UY,1717958752
323,ayacucho,-13.1583,-74.2239,20.92,14,0,1.03,PE,1717959016
324,kiunga,-6.1219,141.2906,23.54,99,100,1.07,PG,1717959016
325,port shepstone,-30.7414,30.455,16.33,73,0,4.18,ZA,1717959016
326,tsiombe,-25.3,45.4833,17.13,69,77,4.89,MG,1717959016
327,cambria,35.5641,-121.0808,27.91,78,39,1.79,US,1717959016
328,recani,31.2846,-4.2688,33.65,10,64,6.73,MA,1717959016
329,sibut,5.718,19.0739,21.7,96,100,1.22,CF,1717959017
330,oranjemund,-28.55,16.4333,19.89,30,15,3.86,NA,1717959017
331,bridgewater,44.3835,-64.5155,22.28,64,96,8.23,CA,1717959017
332,ilek,51.5271,53.3831,18.39,74,75,1.81,RU,1717959017
333,rio grande,-32.035,-52.0986,28.06,71,100,6.24,BR,1717959006
334,mancio lima,-7.6142,-72.8958,29.04,74,40,1.03,BR,1717959017
335,baoqing,46.3317,132.2111,12.88,95,69,1.83,CN,1717959017
336,visby,57.6409,18.296,12.12,82,20,7.2,SE,1717959017
337,oberstaufen,47.55,10.0333,15.91,80,100,0.81,DE,1717959018
338,funafuti,-8.5243,179.1942,28.0,89,75,0.51,TV,1717959018
339,sovetskaya gavan',48.9723,140.2878,11.17,99,100,2.02,RU,1717959018
340,pemangkat,1.1667,108.9667,27.42,80,66,2.48,ID,1717959018
341,noumea,-22.2763,166.4572,23.89,99,100,1.38,NC,1717959018
342,kingston,17.997,-76.7936,32.31,66,75,10.29,JM,1717959018
343,orange cove,36.6244,-119.3137,32.14,32,0,2.57,US,1717959018
344,carnaiba,-8.7,-37.6667,26.96,61,100,7.51,BR,1717959019
345,annaba,36.9,7.7667,26.98,47,0,6.17,DZ,1717959019
346,manismata,-2.4667,111.0333,23.75,98,26,1.12,ID,1717958833
347,banda aceh,5.5577,95.3222,27.05,82,100,5.9,ID,1717959019
348,fort st. john,56.2499,-120.8529,8.94,87,100,2.06,CA,1717959019
349,kenai,60.5544,-151.2583,15.08,59,0,6.17,US,1717959019
350,arraial do cabo,-22.9661,-42.0278,25.98,73,0,6.69,BR,1717959019
351,batesville,35.7698,-91.641,28.23,66,75,0.89,US,1717959020
352,lompoc,34.6391,-120.4579,25.94,70,0,6.17,US,1717959020
353,zambezi,-13.5432,23.1047,17.42,38,0,2.82,ZM,1717959020
354,nagqu,31.5,92.0,7.38,63,100,1.98,CN,1717959020
355,guajara mirim,-10.7828,-65.3394,34.09,40,40,2.57,BR,1717959020
356,puerto armuelles,8.2833,-82.8667,29.99,72,100,1.79,PA,1717959021
357,dailekh,28.8333,81.6667,24.79,32,0,3.16,NP,1717959021
358,voru,57.8339,27.0194,9.48,92,5,1.03,EE,1717959021
359,mecca,21.4267,39.8261,34.58,27,0,3.14,SA,1717959021
360,sola,-13.8833,167.55,26.49,76,100,7.15,VU,1717959021
361,nako,31.8814,78.627,11.41,69,65,2.35,IN,1717959021
362,sabang,5.8933,95.3214,29.51,73,100,8.94,ID,1717959021
363,geraldton,-28.7667,114.6,20.23,68,40,6.69,AU,1717959002
364,shipston on stour,52.0606,-1.6278,15.1,68,100,4.45,GB,1717959022
365,nar'yan-mar,67.6713,53.087,5.06,71,100,4.92,RU,1717959022
366,nogliki,51.8333,143.1667,9.08,85,100,3.58,RU,1717959022
367,levuka,50.1834,-105.4011,14.9,47,40,3.09,CA,1717959022
368,murzuq,25.9155,13.9184,30.55,8,0,3.89,LY,1717959022
369,al burayqah,30.4062,19.5739,23.85,66,0,3.77,LY,1717959022
370,salinopolis,-0.6136,-47.3561,28.03,80,99,5.23,BR,1717959023
371,bikenibeu village,1.3673,173.1241,27.98,83,20,2.06,KI,1717959023
372,monrovia,6.3005,-10.7969,26.87,84,99,2.06,LR,1717958916
373,alacranes,22.7675,-81.5675,26.27,68,29,3.82,CU,1717959023
374,lazaro cardenas,17.9583,-102.2,29.69,58,6,5.45,MX,1717959023
375,tadine,-21.55,167.8833,23.28,88,100,3.8,NC,1717959023
376,puerto madryn,-42.7692,-65.0385,15.34,55,62,8.28,AR,1717958813
377,norfolk,42.1668,-71.2495,17.77,91,100,3.09,US,1717959023
378,rumphi,-11.0186,33.8575,13.73,97,34,1.05,MW,1717959023
379,tvoroyri,61.5556,-6.8111,8.43,83,21,8.94,FO,1717959024
380,pali,25.7667,73.3333,35.77,24,0,6.67,IN,1717959024
381,kourou,5.1552,-52.6478,30.03,64,68,2.99,GF,1717958931
382,malakal,9.5334,31.6605,26.1,63,100,1.12,SS,1717959024
383,saint-philippe,-21.3585,55.7679,20.77,82,47,4.38,RE,1717959024
384,gwadar,25.1216,62.3254,29.02,85,0,6.89,PK,1717958951
385,treinta y tres,-33.2333,-54.3833,23.74,74,100,7.91,UY,1717959024
386,avarua,-21.2078,-159.775,23.03,56,40,2.06,CK,1717959024
387,djibo,14.1022,-1.6306,39.62,21,17,2.83,BF,1717959024
388,guapiles,10.2159,-83.7866,32.8,66,100,1.6,CR,1717959025
389,port isabel,26.0734,-97.2086,36.05,65,20,8.75,US,1717959025
390,ketchikan,55.3422,-131.6461,13.52,35,100,2.57,US,1717959025
391,guane,22.2025,-84.0875,31.59,60,100,4.36,CU,1717959025
392,moa,20.6569,-74.9403,28.7,81,100,2.62,CU,1717959025
393,yarmouth,41.7057,-70.2286,18.87,94,100,10.28,US,1717959025
394,farasan,16.7022,42.1183,32.02,65,47,3.06,SA,1717959025
395,nuuk,64.1835,-51.7216,6.34,93,100,8.75,GL,1717959025
396,turbat,26.0023,63.044,32.08,49,0,5.62,PK,1717959025
397,kayangel,8.0823,134.7173,28.8,75,99,4.25,PW,1717959025
398,sao francisco,-15.9486,-44.8644,31.93,22,8,2.41,BR,1717959026
399,macas,-2.3167,-78.1167,27.86,65,40,2.57,EC,1717958914
400,lorengau,-2.0226,147.2712,27.53,80,70,2.02,PG,1717959026
401,zaragoza,41.6561,-0.8773,20.56,53,20,12.86,ES,1717958986
402,luino,46.0019,8.7451,21.79,86,75,1.54,IT,1717959026
403,solleftea,63.1667,17.2667,7.92,92,100,1.53,SE,1717958941
404,katsuren-haebaru,26.3369,127.8719,25.22,93,40,2.57,JP,1717959026
405,lander,42.833,-108.7307,26.55,42,0,2.06,US,1717959026
406,kismayo,-0.3582,42.5454,26.34,77,100,8.33,SO,1717959026
407,puerto vallarta,20.6204,-105.2307,34.69,46,3,3.87,MX,1717958921
408,katsuura,35.1333,140.3,18.01,93,100,5.0,JP,1717959027
409,yeed,4.55,43.0333,27.84,49,16,7.39,SO,1717959027
410,chinsali,-10.5414,32.0816,14.84,83,83,4.74,ZM,1717959027
411,nizhnevartovsk,60.9344,76.5531,9.01,71,0,0.0,RU,1717958902
412,aridaia,40.9731,22.0564,22.73,83,13,0.89,GR,1717959027
413,canavieiras,-15.675,-38.9472,22.98,93,54,3.56,BR,1717959027
414,karachi,24.9056,67.0822,29.9,66,40,4.12,PK,1717958829
415,carnarvon,-24.8667,113.6333,21.07,81,96,1.79,AU,1717959027
416,dingwall,57.5953,-4.4272,13.27,71,77,3.3,GB,1717959027
417,ariquemes,-9.9133,-63.0408,34.18,31,57,0.41,BR,1717959027
418,acarau,-2.8856,-40.12,28.08,79,99,6.23,BR,1717959028
419,atasu,48.6814,71.6433,19.77,72,100,4.07,KZ,1717959028
420,kavaratti,10.5669,72.642,28.29,84,100,5.63,IN,1717959028
421,smithers,54.7804,-127.1743,17.18,45,100,2.57,CA,1717959028
422,las tablas,7.7667,-80.2833,29.99,70,79,3.03,PA,1717959028
423,meadow lake,34.8014,-106.5436,32.33,24,100,1.58,US,1717959028
424,sungai penuh,-2.0833,101.3833,18.01,95,72,1.55,ID,1717959028
425,suva,-18.1416,178.4415,19.71,100,75,2.06,FJ,1717959028
426,zag,46.9441,99.165,10.48,67,91,2.61,MN,1717959028
427,shiprock,36.7855,-108.687,33.31,13,100,0.86,US,1717959029
428,salair,54.2312,85.7972,10.1,85,5,1.44,RU,1717959029
429,saldanha,-33.0117,17.9442,13.03,67,3,4.36,ZA,1717959029
430,inari,68.906,27.0288,15.11,68,16,4.64,FI,1717959029
431,lamu,-2.2717,40.902,26.25,77,70,7.88,KE,1717959029
432,firuzabad,28.8438,52.5707,26.58,33,0,1.89,IR,1717959029
433,malindi,-3.2175,40.1191,27.09,69,20,7.72,KE,1717959029
434,maragogi,-9.0122,-35.2225,26.3,77,2,5.15,BR,1717959029
435,qurayyat,31.3318,37.3428,31.1,27,0,9.26,SA,1717959029
436,chos malal,-37.3781,-70.2709,11.96,45,2,9.65,AR,1717959029
437,nabire,-3.3667,135.4833,24.67,94,100,1.49,ID,1717958950
438,chibougamau,49.9168,-74.3659,12.79,94,100,4.63,CA,1717959030
439,nizhnesortymskiy,62.4397,71.7603,17.14,47,100,4.92,RU,1717959030
440,el abiodh sidi cheikh,32.893,0.5484,32.37,10,3,7.75,DZ,1717959030
441,valparaiso,-33.0393,-71.6273,16.19,77,100,3.09,CL,1717959030
442,itoman,26.1247,127.6694,25.22,100,40,3.09,JP,1717959030
443,laramie,41.3114,-105.5911,26.21,34,0,6.71,US,1717959030
444,vennesla,58.2694,7.9741,11.68,69,75,7.72,NO,1717959030
445,bageshwar,29.85,79.7667,23.84,28,1,1.96,IN,1717959030
446,malango,-2.9627,119.9001,19.0,100,41,0.98,ID,1717959030
447,alaghsas,17.0187,8.0168,39.94,14,40,5.14,NE,1717959030
448,labin,45.095,14.1197,24.14,75,12,3.38,HR,1717958737
449,manacapuru,-3.2997,-60.6206,27.68,88,32,2.1,BR,1717959031
450,kathu,7.9178,98.3332,29.9,76,100,8.53,TH,1717959031
451,ribeira brava,32.65,-17.0667,21.74,74,78,2.31,PT,1717959031
452,ntcheu,-14.8203,34.6359,13.41,80,44,4.07,MW,1717959031
453,port victoria,0.0939,33.9756,21.91,73,89,2.45,KE,1717959031
454,mandal,25.45,74.5667,34.26,27,26,4.38,IN,1717958831
455,shahrak,34.1074,64.3052,14.05,39,0,2.45,AF,1717959031
456,big spring,32.2504,-101.4787,35.25,40,0,6.17,US,1717959031
457,villa regina,-39.1,-67.0667,18.01,31,0,9.67,AR,1717959031
458,beira,-19.8436,34.8389,22.05,78,20,7.2,MZ,1717959031
459,ponta delgada,37.7333,-25.6667,20.4,73,40,4.12,PT,1717959032
460,northam,51.0333,-4.2167,13.67,80,100,6.87,GB,1717959032
461,douglas,41.3,-96.167,27.64,36,0,4.63,US,1717959032
462,goianesia,-15.3175,-49.1175,30.67,24,100,2.41,BR,1717959032
463,barah,13.7,30.3667,32.48,36,85,1.46,SD,1717959032
464,kili,5.6439,169.1211,28.55,75,17,6.89,MH,1717959032
465,whitefish,48.4111,-114.3376,21.61,47,0,3.09,US,1717958892
466,port hedland,-20.3167,118.5667,15.03,82,0,3.6,AU,1717959032
467,kuusamo,65.9667,29.1833,14.02,67,0,6.17,FI,1717959032
468,halifax,44.6453,-63.5724,22.94,72,100,7.2,CA,1717958649
469,schleswig,54.5167,9.55,13.24,85,93,8.75,DE,1717959032
470,gunjur,13.2019,-16.7339,30.04,58,75,5.14,GM,1717959033
471,ulladulla,-35.35,150.4667,8.59,82,18,1.51,AU,1717959033
472,broken hill,-31.95,141.4333,10.74,62,90,2.99,AU,1717959033
473,piti village,13.4626,144.6933,28.03,89,0,3.6,GU,1717959033
474,san borja,-14.8167,-66.85,33.77,32,100,2.48,BO,1717959033
475,lucapa,-8.4192,20.7447,21.37,29,3,1.94,AO,1717959033
476,serdar,38.9764,56.2757,31.28,16,10,0.95,TM,1717959033
477,oppdal,62.5943,9.6912,6.55,98,100,4.52,NO,1717959033
478,hilo,19.7297,-155.09,26.16,71,75,2.57,US,1717959033
479,celestun,20.8667,-90.4,30.48,70,35,5.79,MX,1717959033
480,al jadid,27.05,14.4,31.55,9,0,3.19,LY,1717959033
481,kapa'a,22.0752,-159.319,27.99,76,20,7.72,US,1717959033
482,red bluff,40.1785,-122.2358,31.88,39,0,2.57,US,1717959034
483,kelso,46.1468,-122.9084,21.03,77,100,3.09,US,1717959034
484,kingscliff,-28.2667,153.5667,12.09,93,90,1.54,AU,1717959034
485,qarqaraly,49.4058,75.4742,17.0,74,100,3.55,KZ,1717959034
486,koudougou,12.25,-2.3667,29.18,49,65,9.39,BF,1717959034
487,malpura,26.2833,75.3833,36.79,20,100,3.67,IN,1717959034
488,aykhal,66.0,111.5,14.5,42,100,2.52,RU,1717959034
489,borshchiv,48.8033,26.0435,19.46,92,57,1.48,UA,1717959035
490,goz beida,13.95,20.55,22.95,75,100,9.89,TD,1717959035
491,ciudad delicias,28.1901,-105.4701,34.07,12,64,4.09,MX,1717959035
492,la'ie,21.6477,-157.9253,27.98,69,17,3.13,US,1717959035
493,mo i rana,66.3128,14.1428,18.26,47,0,4.63,NO,1717958542
494,mapimi,25.8167,-103.85,32.9,19,0,3.84,MX,1717958771
495,gmunden,47.9189,13.7975,19.08,99,99,1.95,AT,1717959035
496,revda,56.801,59.9303,11.62,99,100,1.38,RU,1717959035
497,mossel bay,-34.1831,22.146,10.96,80,6,2.88,ZA,1717959035
498,mont-dore,-22.2833,166.5833,23.89,99,100,0.89,NC,1717959035
499,eyl,7.9803,49.8164,27.96,75,88,11.74,SO,1717959035
500,ambalangoda,6.2355,80.0538,26.94,84,55,4.36,LK,1717959036
501,armacao de buzios,-22.7469,-41.8817,30.03,77,15,10.18,BR,1717959036
502,urangan,-25.3,152.9,12.89,75,0,2.24,AU,1717959036
503,burang,30.25,81.1667,4.64,71,10,2.44,CN,1717959036
504,westport,41.1415,-73.3579,23.38,60,40,6.17,US,1717959036
505,vuktyl,63.8567,57.3094,13.7,92,100,2.22,RU,1717959036
506,doka,13.5167,35.7667,23.01,77,100,5.76,SD,1717959036
507,fuling,29.7022,107.3919,21.91,95,100,0.92,CN,1717959036
508,lagoa,39.05,-27.9833,18.62,76,97,4.95,PT,1717959036
509,prince rupert,54.3161,-130.3201,11.83,84,100,5.66,CA,1717959036
510,viedma,-40.8135,-62.9967,17.42,45,98,6.19,AR,1717958720
511,carutapera,-1.195,-46.02,27.62,84,74,3.53,BR,1717959036
512,nakkila,61.3667,22.0,10.94,76,62,4.12,FI,1717959037
513,katima mulilo,-17.5,24.2667,17.59,42,5,3.6,NA,1717959037
514,forster,-32.1667,152.5167,11.15,80,5,4.37,AU,1717959037
515,jayapura,-2.5333,140.7,24.66,95,54,2.01,ID,1717959037
516,san felipe,10.3399,-68.7425,30.55,60,100,2.36,VE,1717959037
517,jhanjharpur,26.2667,86.2833,30.44,70,0,6.67,IN,1717959037
518,caribou,46.8606,-68.012,19.45,71,20,4.63,US,1717959037
519,belfast,54.5833,-5.9333,9.65,88,100,3.09,GB,1717959037
520,talent,42.2457,-122.7887,25.97,44,0,0.0,US,1717959037
521,antofagasta,-23.65,-70.4,18.6,82,100,2.84,CL,1717958900
522,kongsvinger,60.1905,11.9977,9.37,92,100,0.85,NO,1717958831
523,asbestos,45.7668,-71.9324,17.29,93,100,4.52,CA,1717959037
524,cabedelo,-6.9811,-34.8339,28.37,78,17,7.26,BR,1717959038
525,gisborne,-38.6533,178.0042,16.61,93,100,5.6,NZ,1717959038
526,las terrenas,19.311,-69.5428,33.93,66,40,3.09,DO,1717959038
527,okhotsk,59.3833,143.3,4.78,91,0,1.94,RU,1717959038
528,newman,37.3138,-121.0208,27.35,22,66,0.73,US,1717958818
529,montepuez,-13.1256,38.9997,18.86,75,100,5.26,MZ,1717959038
530,pocatello,42.8713,-112.4455,30.56,34,20,6.26,US,1717959022
531,dunedin,-45.8742,170.5036,9.89,86,100,5.36,NZ,1717958773
532,motueka,-41.1333,173.0167,15.61,97,56,0.69,NZ,1717959038
533,turkmenbasy,40.0222,52.9552,29.43,26,0,3.09,TM,1717959038
534,labrador city,52.9463,-66.9114,25.66,34,40,3.09,CA,1717959038
535,fort bragg,35.139,-79.006,32.91,41,40,4.63,US,1717959038
536,sidney,-33.8679,151.2073,11.46,77,40,6.69,AU,1717958933
537,vernon,50.2581,-119.2691,24.23,28,90,1.54,CA,1717958862
538,sukhobezvodnoye,57.0491,44.8891,16.02,67,100,1.15,RU,1717959039
539,namibe,-15.1961,12.1522,20.4,87,71,2.19,AO,1717959039
540,bamboo flat,11.7,92.7167,25.05,94,100,2.57,IN,1717959039
541,taroudant,30.4703,-8.877,21.4,52,77,8.35,MA,1717958906
542,saint-denis,48.9167,2.3333,20.31,38,0,5.66,FR,1717958912
543,luau,-10.7073,22.2247,17.78,36,11,2.03,AO,1717959039
544,paita,-5.0892,-81.1144,22.06,69,12,6.21,PE,1717959040
545,sao felix do xingu,-6.6447,-51.995,29.5,58,100,1.14,BR,1717959040
546,manta,-0.95,-80.7333,26.88,69,75,5.66,EC,1717958926
547,pingliang,35.5392,106.6861,16.21,56,94,1.62,CN,1717959040
548,sinabang,2.4803,96.3801,25.56,85,100,0.94,ID,1717959040
549,deniliquin,-35.5333,144.9667,9.28,66,100,1.73,AU,1717959040
550,aliwal north,-30.6937,26.7114,8.54,54,0,1.59,ZA,1717959040
551,cannonvale,-20.2833,148.7,18.66,76,0,2.69,AU,1717959040
552,ad dawadimi,24.5077,44.3924,36.64,10,4,5.51,SA,1717958773
553,cartagena,10.3997,-75.5144,29.79,74,40,3.6,CO,1717959001
554,san antonio oeste,-40.7319,-64.9477,19.23,31,0,9.02,AR,1717959026
555,benguela,-12.5763,13.4055,22.87,89,34,2.0,AO,1717959041
556,touros,-5.1989,-35.4608,27.1,79,91,6.94,BR,1717958757
557,north battleford,52.7834,-108.2847,12.05,62,0,3.6,CA,1717959041
558,parauna,-16.9478,-50.4486,30.75,26,100,2.82,BR,1717959041
559,axim,4.8699,-2.2405,25.91,87,90,3.15,GH,1717959041
560,ishim,56.1128,69.4902,14.46,84,95,5.36,RU,1717959041
561,vilyuysk,63.7553,121.6247,13.89,75,88,2.68,RU,1717959041
562,vilhena,-12.7406,-60.1458,31.12,33,0,4.63,BR,1717959041
563,karratha,-20.7377,116.8463,19.23,72,0,2.39,AU,1717959041
564,parras de la fuente,25.4167,-102.1833,31.35,22,9,4.6,MX,1717959041
565,happy valley-goose bay,53.3168,-60.3315,24.17,43,40,7.72,CA,1717959042
566,paka,4.6374,103.4368,23.96,94,100,1.03,MY,1717959042
567,fort mcmurray,56.7268,-111.381,11.77,66,100,3.09,CA,1717958797
568,san clemente del tuyu,-36.3569,-56.7235,19.43,79,0,6.89,AR,1717959042
569,tsengel,49.4783,100.8894,12.02,73,98,2.83,MN,1717959042
570,uglegorsk,49.0833,142.0333,13.66,95,100,3.28,RU,1717959042
571,novyy urgal,51.0736,132.5642,10.62,95,100,0.33,RU,1717959042
572,kalabo,-14.97,22.6814,17.5,36,5,3.09,ZM,1717959042
573,dongola,19.1667,30.4833,38.41,12,4,8.44,SD,1717959042
